"","x"
"215",2
"216",1
"217",2
"218",1
"219",1
"220",2
"221",1
"222",1
"223",2
"224",1
"225",1
"226",1
"227",1
"228",1
"229",2
"230",1
"231",2
"232",1
"233",2
"234",2
"235",2
"236",2
"237",2
"238",2
"239",2
"240",1
"241",1
"242",1
"243",1
"244",1
"245",2
"246",2
"247",1
"248",1
"249",1
"250",1
"251",2
"252",2
"253",1
"254",2
"255",2
"256",2
"257",1
"258",2
"259",2
"260",2
"261",1
"262",2
"263",2
"264",1
"265",2
"266",1
"267",2
"268",2
"269",1
"270",2
"271",1
"272",1
"273",1
"274",2
"275",1
"276",1
"277",2
"278",1
"279",1
"280",1
"281",1
"282",1
"283",2
"284",2
"285",2
"286",1
"287",1
"288",2
"289",1
"290",1
"291",1
"292",1
"293",1
"294",2
"295",1
"296",2
"297",2
"298",1
"299",2
"300",1
"301",2
"302",1
"303",1
"304",2
"305",2
"306",2
"307",2
"308",1
"309",2
"310",1
"311",1
"312",1
"313",1
"314",1
"315",2
"316",2
"317",2
"318",2
"319",1
"320",1
"321",1
"322",2
"323",2
"324",1
"325",2
"326",2
"327",1
"328",1
"329",1
"330",1
"331",1
"332",2
"333",2
"334",1
"335",1
"336",2
"337",2
"338",1
"339",2
"340",1
"341",1
"342",1
"343",2
"344",2
"345",1
"346",1
"347",2
"348",2
"349",1
"350",1
"351",2
"352",2
"353",1
"354",1
"355",2
"356",1
"357",1
"358",2
"359",2
"360",1
"361",2
"362",1
"363",2
"364",2
"365",1
"366",2
"367",1
"368",2
"369",1
"370",2
"371",2
"372",1
"373",1
"374",1
"375",2
"376",2
"377",1
"378",2
"379",2
"380",1
"381",2
"382",1
"383",2
"384",2
"385",2
"386",1
"387",2
"388",2
"389",1
"390",1
"391",2
"392",1
"393",1
"394",1
"395",2
"396",2
"397",1
"398",1
"399",2
"400",1
"401",1
"402",2
"403",1
"404",1
"405",1
"406",1
"407",1
"408",2
"409",2
"410",2
"411",2
"412",2
"413",1
"414",1
"415",2
"416",1
"417",2
"418",2
"419",2
"420",2
"421",2
"422",1
"423",2
"424",1
"425",1
"426",1
"427",1
"428",1
"429",2
"430",1
"431",2
"432",2
"433",2
"434",1
"435",1
"436",2
"437",1
"438",2
"439",1
"440",1
"441",1
"442",1
"443",2
"444",1
"445",2
"446",2
"447",1
"448",1
"449",2
"450",2
"451",2
"452",1
"453",2
"454",2
"455",1
"456",2
"457",1
"458",1
"459",2
"460",1
"461",2
"462",2
"463",2
"464",1
"465",2
"466",1
"467",2
"468",1
"469",2
"470",1
"471",2
"472",1
"473",2
"474",2
"475",1
"476",2
"477",1
"478",1
"479",1
"480",1
"481",2
"482",1
"483",1
"484",1
"485",1
"486",1
"487",2
"488",1
"489",1
"490",1
"491",2
"492",1
"493",1
"494",1
"495",2
"496",2
"497",2
"498",1
"499",1
"500",1
"501",1
"502",2
"503",2
"504",1
"505",1
"506",2
"507",1
"508",2
"509",2
"510",1
"511",1
"512",1
"513",2
"514",2
"515",1
"516",2
"517",2
"518",2
"519",2
"520",1
"521",1
"522",1
"523",1
"524",1
"525",1
"526",1
"527",1
"528",2
"529",2
"530",1
"531",1
"532",2
"533",1
"534",2
"535",1
"536",1
"537",1
"538",1
"539",2
"540",1
"541",2
"542",1
"543",1
"544",2
"545",1
"546",2
"547",1
"548",2
"549",1
"550",1
"551",2
"552",1
"553",1
"554",1
"555",1
"556",2
"557",1
"558",2
"559",1
"560",1
"561",2
"562",2
"563",1
"564",2
"565",1
"566",1
"567",2
"568",2
"569",2
"570",2
"571",1
"572",2
"573",2
"574",2
"575",2
"576",1
"577",2
"578",2
"579",1
"580",1
"581",2
"582",1
"583",1
"584",2
"585",2
"586",2
"587",1
"588",2
"589",1
"590",2
"591",2
"592",2
"593",2
"594",1
"595",1
"596",2
"597",2
"598",1
"599",1
"600",2
"601",2
"602",1
"603",1
"604",2
"605",1
"606",2
"607",2
"608",1
"609",2
"610",2
"611",2
"612",1
"613",2
"614",2
"615",1
"616",2
"617",1
"618",1
"619",1
"620",2
"621",1
"622",2
"623",2
"624",2
"625",2
"626",2
"627",1
"628",1
"629",1
"630",1
"631",1
"632",2
"633",2
"634",1
"635",2
"636",2
"637",2
"638",1
"639",2
"640",2
"641",1
"642",1
"643",1
"644",2
"645",1
"646",2
"647",1
"648",1
"649",2
"650",1
"651",2
"652",2
"653",2
"654",1
"655",2
"656",1
"657",1
"658",2
"659",2
"660",1
"661",2
"662",1
"663",2
"664",1
"665",1
"666",2
"667",2
"668",1
"669",2
"670",2
"671",2
"672",2
"673",1
"674",2
"675",2
"676",2
"677",2
"678",1
"679",2
"680",2
"681",2
"682",1
"683",2
"684",2
"685",2
"686",2
"687",2
"688",1
"689",2
"690",1
"691",1
"692",2
"693",2
"694",2
"695",1
"696",2
"697",1
"698",2
"699",1
"700",1
"701",2
"702",2
"703",1
"704",2
"705",2
"706",1
"707",2
"708",2
"709",1
"710",2
"711",2
"712",2
"713",2
"714",2
"715",2
"716",2
"717",1
"718",1
"719",1
"720",2
"721",2
"722",1
"723",1
"724",1
"725",1
"726",2
"727",1
"728",1
"729",2
"730",2
"731",1
"732",1
"733",2
"734",1
"735",1
"736",2
"737",2
"738",2
"739",2
"740",2
"741",2
"742",1
"743",2
"744",1
"745",1
"746",2
"747",2
"748",2
"749",2
"750",1
"751",2
"752",1
"753",2
"754",1
"755",2
"756",2
"757",1
"758",2
"759",2
"760",2
"761",2
"762",2
"763",1
"764",2
"765",2
"766",1
"767",2
"768",2
"769",1
"770",2
"771",2
"772",2
"773",2
"774",2
"775",1
"776",2
"777",1
"778",1
"779",2
"780",1
"781",1
"782",1
"783",2
"784",1
"785",1
"786",1
"787",1
"788",2
"789",1
"790",1
"791",1
"792",1
"793",1
"794",1
"795",1
"796",2
"797",1
"798",1
"799",2
"800",2
"801",1
"802",2
"803",2
"804",1
"805",2
"806",1
"807",2
"808",2
"809",2
"810",2
"811",1
"812",1
"813",2
"814",2
"815",2
"816",2
"817",2
"818",2
"819",1
"820",2
"821",2
"822",2
"823",2
"824",1
"825",2
"826",1
"827",2
"828",1
"829",2
"830",1
"831",1
"832",2
"833",2
"834",2
"835",1
"836",2
"837",1
"838",1
"839",1
"840",2
"841",1
"842",1
"843",2
"844",2
"845",2
"846",2
"847",2
"848",2
"849",2
"850",1
"851",1
"852",2
"853",1
"854",1
"855",1
"856",1
"857",1
"858",1
"859",2
"860",2
"861",1
"862",1
"863",2
"864",2
"865",1
"866",2
"867",1
"868",1
"869",2
"870",1
"871",1
"872",2
"873",2
"874",1
"875",1
"876",1
"877",1
"878",1
"879",1
"880",1
"881",1
"882",2
"883",2
"884",2
"885",2
"886",2
"887",1
"888",1
"889",2
"890",1
"891",2
"892",1
"893",2
"894",2
"895",2
"896",2
"897",1
"898",2
"899",1
"900",1
"901",1
"902",2
"903",2
"904",1
"905",1
"906",1
"907",2
"908",2
"909",1
"910",1
"911",1
"912",2
"913",1
"914",1
"915",2
"916",1
"917",1
"918",1
"919",2
"920",1
"921",1
"922",1
"923",1
"924",1
"925",1
"926",2
"927",1
"928",2
"929",2
"930",1
"931",2
"932",1
"933",1
"934",1
"935",1
"936",1
"937",2
"938",1
"939",1
"940",1
"941",2
"942",2
"943",1
"944",1
"945",2
"946",2
"947",2
"948",2
"949",2
"950",1
"951",1
"952",2
"953",2
"954",1
"955",2
"956",1
"957",1
"958",1
"959",1
"960",1
"961",2
"962",2
"963",2
"964",1
"965",1
"966",2
"967",1
"968",1
"969",2
"970",1
"971",2
"972",1
"973",1
"974",2
"975",2
"976",2
"977",1
"978",2
"979",1
"980",2
"981",1
"982",1
"983",1
"984",2
"985",1
"986",2
"987",2
"988",2
"989",1
"990",1
"991",2
"992",2
"993",2
"994",1
"995",1
"996",2
"997",1
"998",2
"999",1
"1000",2
"1001",1
"1002",2
"1003",2
"1004",2
"1005",1
"1006",1
"1007",1
"1008",1
"1009",1
"1010",1
"1011",1
"1012",2
"1013",2
"1014",2
"1015",2
"1016",1
"1017",1
"1018",1
"1019",1
"1020",1
"1021",2
"1022",2
"1023",2
"1024",1
"1025",2
"1026",2
"1027",1
"1028",2
"1029",2
"1030",2
"1031",1
"1032",2
"1033",1
"1034",2
"1035",2
"1036",1
"1037",1
"1038",1
"1039",2
"1040",2
"1041",2
"1042",1
"1043",2
"1044",1
"1045",2
"1046",1
"1047",1
"1048",1
"1049",2
"1050",2
"1051",2
"1052",1
"1053",2
"1054",1
"1055",2
"1056",1
"1057",2
"1058",1
"1059",2
"1060",2
"1061",1
"1062",2
"1063",2
"1064",2
"1065",1
"1066",1
"1067",1
"1068",1
"1069",1
"1070",1
"1071",2
"1072",1
"1073",2
"1074",2
"1075",1
"1076",1
"1077",2
"1078",1
"1079",1
"1080",2
"1081",1
"1082",1
"1083",1
"1084",1
"1085",2
"1086",2
"1087",1
"1088",1
"1089",2
"1090",1
"1091",1
"1092",1
"1093",2
"1094",2
"1095",1
"1096",2
"1097",1
"1098",2
"1099",1
"1100",2
"1101",2
"1102",2
"1103",1
"1104",1
"1105",2
"1106",1
"1107",2
"1108",2
"1109",2
"1110",2
"1111",2
"1112",2
"1113",1
"1114",2
"1115",1
"1116",1
"1117",2
"1118",1
"1119",1
"1120",1
"1121",2
"1122",1
"1123",2
"1124",1
"1125",1
"1126",1
"1127",2
"1128",1
"1129",2
"1130",2
"1131",1
"1132",1
"1133",1
"1134",1
"1135",2
"1136",2
"1137",1
"1138",1
"1139",1
"1140",2
"1141",1
"1142",1
"1143",2
"1144",2
"1145",1
"1146",1
"1147",2
"1148",2
"1149",2
"1150",1
"1151",1
"1152",1
"1153",2
"1154",2
"1155",1
"1156",2
"1157",1
"1158",2
"1159",2
"1160",2
"1161",2
"1162",1
"1163",2
"1164",2
"1165",2
"1166",1
"1167",2
"1168",1
"1169",2
"1170",2
"1171",2
"1172",1
"1173",1
"1174",2
"1175",1
"1176",2
"1177",2
"1178",2
"1179",1
"1180",1
"1181",2
"1182",1
"1183",2
"1184",2
"1185",1
"1186",2
"1187",2
"1188",2
"1189",1
"1190",1
"1191",2
"1192",1
"1193",2
"1194",1
"1195",1
"1196",1
"1197",2
"1198",1
"1199",1
"1200",2
"1201",1
"1202",1
"1203",1
"1204",2
"1205",1
"1206",1
"1207",2
"1208",1
"1209",2
"1210",1
"1211",2
"1212",1
"1213",1
"1214",1
"1215",1
"1216",2
"1217",1
"1218",1
"1219",2
"1220",2
"1221",1
"1222",2
"1223",1
"1224",1
"1225",2
"1226",1
"1227",1
"1228",2
"1229",1
"1230",1
"1231",2
"1232",2
"1233",2
"1234",2
"1235",2
"1236",2
"1237",1
"1238",2
"1239",2
"1240",1
"1241",2
"1242",2
"1243",2
"1244",2
"1245",2
"1246",1
"1247",1
"1248",2
"1249",2
"1250",1
"1251",1
"1252",1
"1253",1
"1254",1
"1255",1
"1256",2
"1257",2
"1258",2
"1259",1
"1260",2
"1261",1
"1262",1
"1263",1
"1264",1
"1265",1
"1266",1
"1267",1
"1268",1
"1269",2
"1270",2
"1271",1
"1272",1
"1273",1
"1274",1
"1275",2
"1276",2
"1277",1
"1278",2
"1279",2
"1280",2
"1281",2
"1282",1
"1283",2
"1284",1
"1285",1
"1286",1
"1287",1
"1288",2
"1289",2
"1290",1
"1291",1
"1292",2
"1293",1
"1294",2
"1295",2
"1296",2
"1297",2
"1298",1
"1299",1
"1300",1
"1301",1
"1302",2
"1303",1
"1304",1
"1305",1
"1306",1
"1307",2
"1308",1
"1309",2
"1310",1
"1311",1
"1312",2
"1313",2
"1314",2
"1315",2
"1316",1
"1317",2
"1318",1
"1319",2
"1320",1
"1321",1
"1322",1
"1323",2
"1324",2
"1325",1
"1326",1
"1327",2
"1328",2
"1329",2
"1330",2
"1331",2
"1332",2
"1333",1
"1334",2
"1335",1
"1336",2
"1337",2
"1338",2
"1339",1
"1340",1
"1341",1
"1342",2
"1343",2
"1344",2
"1345",2
"1346",2
"1347",1
"1348",1
"1349",2
"1350",2
"1351",2
"1352",2
"1353",2
"1354",1
"1355",1
"1356",2
"1357",1
"1358",2
"1359",2
"1360",2
"1361",1
"1362",2
"1363",2
"1364",1
"1365",2
"1366",2
"1367",1
"1368",1
"1369",1
"1370",2
"1371",1
"1372",1
"1373",1
"1374",2
"1375",2
"1376",2
"1377",2
"1378",2
"1379",1
"1380",1
"1381",1
"1382",1
"1383",2
"1384",1
"1385",2
"1386",2
"1387",2
"1388",2
"1389",1
"1390",1
"1391",2
"1392",2
"1393",1
"1394",1
"1395",2
"1396",2
"1397",1
"1398",2
"1399",1
"1400",2
"1401",1
"1402",2
"1403",1
"1404",2
"1405",1
"1406",2
"1407",1
"1408",2
"1409",1
"1410",2
"1411",1
"1412",1
"1413",2
"1414",1
"1415",2
"1416",2
"1417",2
"1418",1
"1419",2
"1420",1
"1421",1
"1422",1
"1423",1
"1424",2
"1425",2
"1426",2
"1427",2
"1428",2
"1429",2
"1430",1
"1431",2
"1432",1
"1433",1
"1434",2
"1435",2
"1436",2
"1437",1
"1438",1
"1439",2
"1440",2
"1441",1
"1442",1
"1443",2
"1444",1
"1445",1
"1446",1
"1447",2
"1448",2
"1449",1
"1450",2
"1451",2
"1452",2
"1453",2
"1454",2
"1455",1
"1456",2
"1457",1
"1458",2
"1459",2
"1460",2
"1461",2
"1462",2
"1463",2
"1464",1
"1465",1
"1466",1
"1467",1
"1468",1
"1469",2
"1470",2
"1471",1
"1472",1
"1473",2
"1474",1
"1475",2
"1476",2
"1477",1
"1478",2
"1479",1
"1480",1
"1481",2
"1482",2
"1483",1
"1484",2
"1485",2
"1486",1
"1487",1
"1488",1
"1489",1
"1490",1
"1491",2
"1492",1
"1493",1
"1494",1
"1495",2
"1496",1
"1497",1
"1498",1
"1499",1
"1500",2
"1501",1
"1502",2
"1503",1
"1504",2
"1505",1
"1506",1
"1507",1
"1508",2
"1509",2
"1510",2
"1511",1
"1512",1
"1513",1
"1514",1
"1515",2
"1516",2
"1517",1
"1518",1
"1519",1
"1520",1
"1521",2
"1522",2
"1523",1
"1524",2
"1525",1
"1526",1
"1527",2
"1528",1
"1529",1
"1530",1
"1531",2
"1532",2
"1533",1
"1534",2
"1535",1
"1536",2
"1537",1
"1538",1
"1539",2
"1540",1
"1541",2
"1542",1
"1543",2
"1544",1
"1545",2
"1546",2
"1547",1
"1548",1
"1549",2
"1550",1
"1551",1
"1552",1
"1553",1
"1554",1
"1555",2
"1556",2
"1557",1
"1558",1
"1559",2
"1560",1
"1561",2
"1562",2
"1563",2
"1564",1
"1565",1
"1566",1
"1567",1
"1568",1
"1569",1
"1570",1
"1571",2
"1572",1
"1573",1
"1574",2
"1575",2
"1576",2
"1577",2
"1578",1
"1579",1
"1580",1
"1581",2
"1582",2
"1583",2
"1584",2
"1585",1
"1586",2
"1587",1
"1588",1
"1589",1
"1590",1
"1591",1
"1592",2
"1593",2
"1594",1
"1595",1
"1596",1
"1597",1
"1598",1
"1599",1
"1600",1
"1601",2
"1602",2
"1603",1
"1604",1
"1605",2
"1606",1
"1607",1
"1608",1
"1609",2
"1610",2
"1611",2
"1612",1
"1613",1
"1614",2
"1615",2
"1616",1
"1617",2
"1618",2
"1619",1
"1620",1
"1621",2
"1622",2
"1623",2
"1624",2
"1625",2
"1626",1
"1627",2
"1628",1
"1629",1
"1630",1
"1631",2
"1632",2
"1633",1
"1634",1
"1635",2
"1636",1
"1637",2
"1638",1
"1639",2
"1640",1
"1641",1
"1642",2
"1643",2
"1644",1
"1645",1
"1646",2
"1647",1
